날짜,지역,상품아이디,일일판매량,가격,프로모션,온도,강수량,브랜드,상품이름,재고,재고--,판매량,수요
2024-11-07,Seoul,7ELEVEN_J001,14,3000,0,4.2,3.2,7ELEVEN,군고구마,51,37,25.12962963,low demand
2024-11-08,Seoul,7ELEVEN_J001,34,2500,0,20.2,4.51,7ELEVEN,군고구마,37,83,25.12962963,high demand
2024-11-09,Seoul,7ELEVEN_J001,22,2500,1,2.9,4.15,7ELEVEN,군고구마,83,61,25.12962963,low demand
2024-11-10,Seoul,7ELEVEN_J001,19,2500,0,14.1,2.64,7ELEVEN,군고구마,61,42,25.12962963,low demand
2024-11-11,Seoul,7ELEVEN_J001,21,2500,0,10.6,4.86,7ELEVEN,군고구마,42,101,25.12962963,low demand
2024-11-12,Seoul,7ELEVEN_J001,18,2000,0,1.0,4.83,7ELEVEN,군고구마,101,83,25.12962963,low demand
2024-11-13,Seoul,7ELEVEN_J001,30,2000,1,11.6,0.91,7ELEVEN,군고구마,83,53,25.12962963,high demand
2024-11-14,Seoul,7ELEVEN_J001,31,2500,0,18.5,4.89,7ELEVEN,군고구마,53,102,25.12962963,high demand
2024-11-15,Seoul,7ELEVEN_J001,26,2500,0,1.6,1.8,7ELEVEN,군고구마,102,76,25.12962963,average
2024-11-16,Seoul,7ELEVEN_J001,22,2500,0,9.1,4.59,7ELEVEN,군고구마,76,54,25.12962963,low demand
2024-11-17,Seoul,7ELEVEN_J001,28,3000,1,21.4,4.3,7ELEVEN,군고구마,54,106,25.12962963,high demand
2024-11-18,Seoul,7ELEVEN_J001,36,3000,0,4.3,0.23,7ELEVEN,군고구마,106,70,25.12962963,high demand
2024-11-19,Seoul,7ELEVEN_J001,30,2500,0,17.6,0.65,7ELEVEN,군고구마,70,40,25.12962963,high demand
2024-11-20,Seoul,7ELEVEN_J001,15,2500,0,16.4,0.05,7ELEVEN,군고구마,40,105,25.12962963,low demand
2024-11-21,Seoul,7ELEVEN_J001,35,3000,0,7.0,1.47,7ELEVEN,군고구마,105,70,25.12962963,high demand
2024-11-22,Seoul,7ELEVEN_J001,12,2500,0,1.7,2.56,7ELEVEN,군고구마,70,58,25.12962963,low demand
2024-11-23,Seoul,7ELEVEN_J001,22,3000,0,16.8,1.16,7ELEVEN,군고구마,58,36,25.12962963,low demand
2024-11-24,Seoul,7ELEVEN_J001,24,2500,1,5.5,0.93,7ELEVEN,군고구마,36,92,25.12962963,average
2024-11-25,Seoul,7ELEVEN_J001,14,3000,0,3.3,2.08,7ELEVEN,군고구마,92,78,25.12962963,low demand
2024-11-26,Seoul,7ELEVEN_J001,35,2000,0,9.4,1.31,7ELEVEN,군고구마,78,43,25.12962963,high demand
2024-11-27,Seoul,7ELEVEN_J001,17,2000,1,13.3,2.3,7ELEVEN,군고구마,43,106,25.12962963,low demand
2024-11-28,Seoul,7ELEVEN_J001,13,2500,0,20.8,2.12,7ELEVEN,군고구마,106,93,25.12962963,low demand
2024-11-29,Seoul,7ELEVEN_J001,12,2000,0,5.9,3.45,7ELEVEN,군고구마,93,81,25.12962963,low demand
2024-11-30,Seoul,7ELEVEN_J001,16,2000,0,14.2,1.07,7ELEVEN,군고구마,81,65,25.12962963,low demand
2024-12-01,Seoul,7ELEVEN_J001,19,2000,0,9.2,2.79,7ELEVEN,군고구마,65,46,25.12962963,low demand
2024-12-02,Seoul,7ELEVEN_J001,27,3000,1,16.3,1.12,7ELEVEN,군고구마,46,99,25.12962963,average
2024-12-03,Seoul,7ELEVEN_J001,35,2500,0,8.0,4.6,7ELEVEN,군고구마,99,64,25.12962963,high demand
2024-12-04,Seoul,7ELEVEN_J001,34,2000,0,7.0,3.86,7ELEVEN,군고구마,64,110,25.12962963,high demand
2024-12-05,Seoul,7ELEVEN_J001,27,2000,0,0.5,3.99,7ELEVEN,군고구마,110,83,25.12962963,average
2024-12-06,Seoul,7ELEVEN_J001,28,2500,1,12.5,2.09,7ELEVEN,군고구마,83,55,25.12962963,high demand
2024-12-07,Seoul,7ELEVEN_J001,30,2500,0,-4.7,4.34,7ELEVEN,군고구마,55,105,25.12962963,high demand
2024-12-08,Seoul,7ELEVEN_J001,20,3000,0,16.7,0.59,7ELEVEN,군고구마,105,85,25.12962963,low demand
2024-12-09,Seoul,7ELEVEN_J001,11,3000,0,5.5,2.95,7ELEVEN,군고구마,85,74,25.12962963,low demand
2024-12-10,Seoul,7ELEVEN_J001,33,3000,0,7.2,0.29,7ELEVEN,군고구마,74,41,25.12962963,high demand
2024-12-11,Seoul,7ELEVEN_J001,26,3000,0,19.3,1.69,7ELEVEN,군고구마,41,95,25.12962963,average
2024-12-12,Seoul,7ELEVEN_J001,29,2500,0,15.2,2.91,7ELEVEN,군고구마,95,66,25.12962963,high demand
2024-12-13,Seoul,7ELEVEN_J001,23,2000,0,11.6,3.54,7ELEVEN,군고구마,66,43,25.12962963,average
2024-12-14,Seoul,7ELEVEN_J001,26,2000,0,3.6,3.03,7ELEVEN,군고구마,43,97,25.12962963,average
2024-12-15,Seoul,7ELEVEN_J001,32,3000,0,10.8,0.14,7ELEVEN,군고구마,97,65,25.12962963,high demand
2024-12-16,Seoul,7ELEVEN_J001,18,2000,0,10.4,1.66,7ELEVEN,군고구마,65,47,25.12962963,low demand
2024-12-17,Seoul,7ELEVEN_J001,15,2000,1,0.3,2.21,7ELEVEN,군고구마,47,32,25.12962963,low demand
2024-12-18,Seoul,7ELEVEN_J001,36,3000,0,10.1,3.09,7ELEVEN,군고구마,32,76,25.12962963,high demand
2024-12-19,Seoul,7ELEVEN_J001,32,2000,0,1.1,2.19,7ELEVEN,군고구마,76,44,25.12962963,high demand
2024-12-20,Seoul,7ELEVEN_J001,26,2500,0,-0.2,2.35,7ELEVEN,군고구마,44,98,25.12962963,average
2024-12-21,Seoul,7ELEVEN_J001,33,3000,0,19.7,4.14,7ELEVEN,군고구마,98,65,25.12962963,high demand
2024-12-22,Seoul,7ELEVEN_J001,11,3000,0,14.2,0.23,7ELEVEN,군고구마,65,54,25.12962963,low demand
2024-12-23,Seoul,7ELEVEN_J001,10,3000,0,6.0,4.57,7ELEVEN,군고구마,54,44,25.12962963,low demand
2024-12-24,Seoul,7ELEVEN_J001,32,2500,0,13.7,4.84,7ELEVEN,군고구마,44,92,25.12962963,high demand
2024-12-25,Seoul,7ELEVEN_J001,25,2500,0,4.3,0.09,7ELEVEN,군고구마,92,67,25.12962963,average
2024-12-26,Seoul,7ELEVEN_J001,37,2500,0,18.3,2.8,7ELEVEN,군고구마,67,110,25.12962963,high demand
2024-12-27,Seoul,7ELEVEN_J001,21,2500,1,26.9,3.5,7ELEVEN,군고구마,110,89,25.12962963,low demand
2024-12-28,Seoul,7ELEVEN_J001,37,2000,0,16.0,1.27,7ELEVEN,군고구마,89,52,25.12962963,high demand
2024-12-29,Seoul,7ELEVEN_J001,10,2000,0,14.7,4.71,7ELEVEN,군고구마,52,42,25.12962963,low demand
2024-12-30,Seoul,7ELEVEN_J001,23,3000,0,8.4,3.77,7ELEVEN,군고구마,42,99,25.12962963,average
2024-12-31,Seoul,7ELEVEN_J001,36,3000,0,13.9,4.72,7ELEVEN,군고구마,99,63,25.12962963,high demand
2025-01-01,Seoul,7ELEVEN_J001,33,2000,0,13.7,3.07,7ELEVEN,군고구마,63,110,25.12962963,high demand
2025-01-02,Seoul,7ELEVEN_J001,23,3000,0,12.1,3.82,7ELEVEN,군고구마,110,87,25.12962963,average
2025-01-03,Seoul,7ELEVEN_J001,13,3000,0,21.1,0.85,7ELEVEN,군고구마,87,74,25.12962963,low demand
2025-01-04,Seoul,7ELEVEN_J001,10,3000,0,6.4,0.64,7ELEVEN,군고구마,74,64,25.12962963,low demand
2025-01-05,Seoul,7ELEVEN_J001,12,2500,0,14.1,1.74,7ELEVEN,군고구마,64,52,25.12962963,low demand
2025-01-06,Seoul,7ELEVEN_J001,33,2000,0,13.6,1.85,7ELEVEN,군고구마,52,99,25.12962963,high demand
2025-01-07,Seoul,7ELEVEN_J001,13,2500,0,12.1,3.58,7ELEVEN,군고구마,99,86,25.12962963,low demand
2025-01-08,Seoul,7ELEVEN_J001,30,3000,1,10.0,3.68,7ELEVEN,군고구마,86,56,25.12962963,high demand
2025-01-09,Seoul,7ELEVEN_J001,39,2000,0,2.8,1.55,7ELEVEN,군고구마,56,97,25.12962963,high demand
2025-01-10,Seoul,7ELEVEN_J001,24,2500,1,10.5,4.77,7ELEVEN,군고구마,97,73,25.12962963,average
2025-01-11,Seoul,7ELEVEN_J001,14,2500,0,9.6,2.43,7ELEVEN,군고구마,73,59,25.12962963,low demand
2025-01-12,Seoul,7ELEVEN_J001,14,2000,0,-1.9,2.73,7ELEVEN,군고구마,59,45,25.12962963,low demand
2025-01-13,Seoul,7ELEVEN_J001,20,2000,0,4.8,2.74,7ELEVEN,군고구마,45,105,25.12962963,low demand
2025-01-14,Seoul,7ELEVEN_J001,19,2000,0,12.3,2.52,7ELEVEN,군고구마,105,86,25.12962963,low demand
2025-01-15,Seoul,7ELEVEN_J001,17,2000,0,6.2,4.07,7ELEVEN,군고구마,86,69,25.12962963,low demand
2025-01-16,Seoul,7ELEVEN_J001,30,2500,1,8.8,3.26,7ELEVEN,군고구마,69,39,25.12962963,high demand
2025-01-17,Seoul,7ELEVEN_J001,21,2000,0,5.7,3.08,7ELEVEN,군고구마,39,98,25.12962963,low demand
2025-01-18,Seoul,7ELEVEN_J001,32,2500,0,1.1,2.21,7ELEVEN,군고구마,98,66,25.12962963,high demand
2025-01-19,Seoul,7ELEVEN_J001,39,2500,0,13.1,0.38,7ELEVEN,군고구마,66,107,25.12962963,high demand
2025-01-20,Seoul,7ELEVEN_J001,10,3000,0,10.6,3.77,7ELEVEN,군고구마,107,97,25.12962963,low demand
2025-01-21,Seoul,7ELEVEN_J001,34,2500,0,6.2,3.05,7ELEVEN,군고구마,97,63,25.12962963,high demand
2025-01-22,Seoul,7ELEVEN_J001,26,2000,0,11.3,2.54,7ELEVEN,군고구마,63,37,25.12962963,average
2025-01-23,Seoul,7ELEVEN_J001,39,2000,0,10.5,4.12,7ELEVEN,군고구마,37,78,25.12962963,high demand
2025-01-24,Seoul,7ELEVEN_J001,37,3000,0,19.6,0.81,7ELEVEN,군고구마,78,41,25.12962963,high demand
2025-01-25,Seoul,7ELEVEN_J001,20,2000,0,9.0,2.6,7ELEVEN,군고구마,41,101,25.12962963,low demand
2025-01-26,Seoul,7ELEVEN_J001,18,2000,0,1.8,0.82,7ELEVEN,군고구마,101,83,25.12962963,low demand
2025-01-27,Seoul,7ELEVEN_J001,20,2000,0,13.8,3.2,7ELEVEN,군고구마,83,63,25.12962963,low demand
2025-01-28,Seoul,7ELEVEN_J001,12,2000,0,25.5,1.69,7ELEVEN,군고구마,63,51,25.12962963,low demand
2025-01-29,Seoul,7ELEVEN_J001,14,3000,0,12.4,0.5,7ELEVEN,군고구마,51,37,25.12962963,low demand
2025-01-30,Seoul,7ELEVEN_J001,25,2000,0,11.8,4.03,7ELEVEN,군고구마,37,92,25.12962963,average
2025-01-31,Seoul,7ELEVEN_J001,22,2000,1,17.5,4.56,7ELEVEN,군고구마,92,70,25.12962963,low demand
2025-02-01,Seoul,7ELEVEN_J001,24,2500,0,-1.9,1.11,7ELEVEN,군고구마,70,46,25.12962963,average
2025-02-02,Seoul,7ELEVEN_J001,34,2000,1,16.2,1.93,7ELEVEN,군고구마,46,92,25.12962963,high demand
2025-02-03,Seoul,7ELEVEN_J001,25,2000,0,3.2,4.27,7ELEVEN,군고구마,92,67,25.12962963,average
2025-02-04,Seoul,7ELEVEN_J001,24,2000,1,-2.2,3.82,7ELEVEN,군고구마,67,43,25.12962963,average
2025-02-05,Seoul,7ELEVEN_J001,17,2000,0,16.8,4.7,7ELEVEN,군고구마,43,106,25.12962963,low demand
2025-02-06,Seoul,7ELEVEN_J001,38,3000,0,14.5,1.3,7ELEVEN,군고구마,106,68,25.12962963,high demand
2025-02-07,Seoul,7ELEVEN_J001,39,3000,0,0.3,3.67,7ELEVEN,군고구마,68,109,25.12962963,high demand
2025-02-08,Seoul,7ELEVEN_J001,13,2500,0,10.9,0.29,7ELEVEN,군고구마,109,96,25.12962963,low demand
2025-02-09,Seoul,7ELEVEN_J001,17,3000,0,15.5,2.36,7ELEVEN,군고구마,96,79,25.12962963,low demand
2025-02-10,Seoul,7ELEVEN_J001,29,3000,0,6.3,4.23,7ELEVEN,군고구마,79,50,25.12962963,high demand
2025-02-11,Seoul,7ELEVEN_J001,28,2500,0,21.0,2.18,7ELEVEN,군고구마,50,102,25.12962963,high demand
2025-02-12,Seoul,7ELEVEN_J001,26,2000,0,4.1,0.82,7ELEVEN,군고구마,102,76,25.12962963,average
2025-02-13,Seoul,7ELEVEN_J001,12,2500,0,3.5,2.83,7ELEVEN,군고구마,76,64,25.12962963,low demand
2025-02-14,Seoul,7ELEVEN_J001,25,3000,0,10.8,4.88,7ELEVEN,군고구마,64,39,25.12962963,average
2025-02-15,Seoul,7ELEVEN_J001,19,3000,0,18.6,0.25,7ELEVEN,군고구마,39,100,25.12962963,low demand
2025-02-16,Seoul,7ELEVEN_J001,29,2000,0,7.4,4.91,7ELEVEN,군고구마,100,71,25.12962963,high demand
2025-02-17,Seoul,7ELEVEN_J001,25,3000,0,14.3,3.65,7ELEVEN,군고구마,71,46,25.12962963,average
2025-02-18,Seoul,7ELEVEN_J001,15,2500,0,11.9,0.78,7ELEVEN,군고구마,46,31,25.12962963,low demand
2025-02-19,Seoul,7ELEVEN_J001,37,2000,0,9.2,1.46,7ELEVEN,군고구마,31,74,25.12962963,high demand
2025-02-20,Seoul,7ELEVEN_J001,25,2500,0,9.8,1.87,7ELEVEN,군고구마,74,49,25.12962963,average
2025-02-21,Seoul,7ELEVEN_J001,15,2500,0,8.6,3.25,7ELEVEN,군고구마,49,34,25.12962963,low demand
2025-02-22,Seoul,7ELEVEN_J001,14,2500,0,10.8,4.96,7ELEVEN,군고구마,34,100,25.12962963,low demand
2025-02-23,Seoul,7ELEVEN_J001,26,2500,0,6.9,3.43,7ELEVEN,군고구마,100,74,25.12962963,average
2025-02-24,Seoul,7ELEVEN_J001,22,2500,0,9.1,0.12,7ELEVEN,군고구마,74,52,25.12962963,low demand
2025-02-25,Seoul,7ELEVEN_J001,27,2000,0,9.7,0.04,7ELEVEN,군고구마,52,105,25.12962963,average
2025-02-26,Seoul,7ELEVEN_J001,20,3000,0,-2.9,0.9,7ELEVEN,군고구마,105,85,25.12962963,low demand
2025-02-27,Seoul,7ELEVEN_J001,27,2000,1,12.7,0.51,7ELEVEN,군고구마,85,58,25.12962963,average
2025-02-28,Seoul,7ELEVEN_J001,32,2500,0,9.6,3.69,7ELEVEN,군고구마,58,106,25.12962963,high demand
2025-03-01,Seoul,7ELEVEN_J001,35,2000,0,14.9,3.56,7ELEVEN,군고구마,106,71,25.12962963,high demand
2025-03-02,Seoul,7ELEVEN_J001,20,3000,0,8.3,3.44,7ELEVEN,군고구마,71,51,25.12962963,low demand
2025-03-03,Seoul,7ELEVEN_J001,15,2500,0,11.2,1.52,7ELEVEN,군고구마,51,36,25.12962963,low demand
2025-03-04,Seoul,7ELEVEN_J001,30,2000,1,10.6,2.47,7ELEVEN,군고구마,36,86,25.12962963,high demand
2025-03-05,Seoul,7ELEVEN_J001,33,2500,0,8.9,3.29,7ELEVEN,군고구마,86,53,25.12962963,high demand
2025-03-06,Seoul,7ELEVEN_J001,18,2500,0,3.4,2.54,7ELEVEN,군고구마,53,35,25.12962963,low demand
2025-03-07,Seoul,7ELEVEN_J001,14,3000,0,13.3,1.42,7ELEVEN,군고구마,35,101,25.12962963,low demand
2025-03-08,Seoul,7ELEVEN_J001,23,2500,0,0.8,3.72,7ELEVEN,군고구마,101,78,25.12962963,average
2025-03-09,Seoul,7ELEVEN_J001,36,2500,1,2.7,2.76,7ELEVEN,군고구마,78,42,25.12962963,high demand
2025-03-10,Seoul,7ELEVEN_J001,37,2500,0,18.0,2.93,7ELEVEN,군고구마,42,85,25.12962963,high demand
2025-03-11,Seoul,7ELEVEN_J001,29,2000,1,12.2,0.61,7ELEVEN,군고구마,85,56,25.12962963,high demand
2025-03-12,Seoul,7ELEVEN_J001,26,2500,0,8.4,2.01,7ELEVEN,군고구마,56,110,25.12962963,average
2025-03-13,Seoul,7ELEVEN_J001,22,3000,0,13.6,4.88,7ELEVEN,군고구마,110,88,25.12962963,low demand
2025-03-14,Seoul,7ELEVEN_J001,20,2000,0,18.5,1.54,7ELEVEN,군고구마,88,68,25.12962963,low demand
2025-03-15,Seoul,7ELEVEN_J001,14,2500,0,5.2,1.56,7ELEVEN,군고구마,68,54,25.12962963,low demand
2025-03-16,Seoul,7ELEVEN_J001,15,2000,0,9.2,0.8,7ELEVEN,군고구마,54,39,25.12962963,low demand
2025-03-17,Seoul,7ELEVEN_J001,19,3000,0,6.6,3.83,7ELEVEN,군고구마,39,100,25.12962963,low demand
2025-03-18,Seoul,7ELEVEN_J001,24,3000,0,14.9,3.41,7ELEVEN,군고구마,100,76,25.12962963,average
2025-03-19,Seoul,7ELEVEN_J001,15,2000,0,5.3,1.42,7ELEVEN,군고구마,76,61,25.12962963,low demand
2025-03-20,Seoul,7ELEVEN_J001,27,2500,0,4.8,1.78,7ELEVEN,군고구마,61,34,25.12962963,average
2025-03-21,Seoul,7ELEVEN_J001,28,2500,0,5.5,1.86,7ELEVEN,군고구마,34,86,25.12962963,high demand
2025-03-22,Seoul,7ELEVEN_J001,35,2000,0,9.6,2.53,7ELEVEN,군고구마,86,51,25.12962963,high demand
2025-03-23,Seoul,7ELEVEN_J001,37,2000,0,6.4,4.69,7ELEVEN,군고구마,51,94,25.12962963,high demand
2025-03-24,Seoul,7ELEVEN_J001,20,2500,0,9.3,4.4,7ELEVEN,군고구마,94,74,25.12962963,low demand
2025-03-25,Seoul,7ELEVEN_J001,34,2000,0,1.6,0.78,7ELEVEN,군고구마,74,40,25.12962963,high demand
2025-03-26,Seoul,7ELEVEN_J001,28,3000,0,7.5,2.75,7ELEVEN,군고구마,40,92,25.12962963,high demand
2025-03-27,Seoul,7ELEVEN_J001,11,2500,0,7.6,1.91,7ELEVEN,군고구마,92,81,25.12962963,low demand
2025-03-28,Seoul,7ELEVEN_J001,29,2000,0,13.8,4.3,7ELEVEN,군고구마,81,52,25.12962963,high demand
2025-03-29,Seoul,7ELEVEN_J001,32,2000,0,1.4,1.47,7ELEVEN,군고구마,52,100,25.12962963,high demand
2025-03-30,Seoul,7ELEVEN_J001,26,3000,0,10.7,2.02,7ELEVEN,군고구마,100,74,25.12962963,average
2025-03-31,Seoul,7ELEVEN_J001,19,2500,0,3.5,3.0,7ELEVEN,군고구마,74,55,25.12962963,low demand
2025-04-01,Seoul,7ELEVEN_J001,35,2500,0,5.1,1.58,7ELEVEN,군고구마,55,100,25.12962963,high demand
2025-04-02,Seoul,7ELEVEN_J001,14,2000,0,2.4,3.98,7ELEVEN,군고구마,100,86,25.12962963,low demand
2025-04-03,Seoul,7ELEVEN_J001,11,2500,0,14.4,4.5,7ELEVEN,군고구마,86,75,25.12962963,low demand
2025-04-04,Seoul,7ELEVEN_J001,17,2000,0,15.7,4.35,7ELEVEN,군고구마,75,58,25.12962963,low demand
2025-04-05,Seoul,7ELEVEN_J001,10,2500,0,6.1,2.55,7ELEVEN,군고구마,58,48,25.12962963,low demand
2025-04-06,Seoul,7ELEVEN_J001,29,3000,0,23.2,3.67,7ELEVEN,군고구마,48,99,25.12962963,high demand
2025-04-07,Seoul,7ELEVEN_J001,31,2500,0,0.6,3.76,7ELEVEN,군고구마,99,68,25.12962963,high demand
2025-04-08,Seoul,7ELEVEN_J001,29,2500,0,13.4,3.5,7ELEVEN,군고구마,68,39,25.12962963,high demand
2025-04-09,Seoul,7ELEVEN_J001,39,2500,0,6.9,4.19,7ELEVEN,군고구마,39,80,25.12962963,high demand
2025-04-10,Seoul,7ELEVEN_J001,25,3000,1,1.1,3.75,7ELEVEN,군고구마,80,55,25.12962963,average
2025-04-11,Seoul,7ELEVEN_J001,24,2000,0,6.2,3.12,7ELEVEN,군고구마,55,31,25.12962963,average
2025-04-12,Seoul,7ELEVEN_J001,32,2500,0,9.1,2.18,7ELEVEN,군고구마,31,79,25.12962963,high demand
2025-04-13,Seoul,7ELEVEN_J001,39,2000,0,16.6,4.98,7ELEVEN,군고구마,79,40,25.12962963,high demand
2025-04-14,Seoul,7ELEVEN_J001,28,2500,0,17.4,2.45,7ELEVEN,군고구마,40,92,25.12962963,high demand
2025-04-15,Seoul,7ELEVEN_J001,16,3000,0,5.8,3.94,7ELEVEN,군고구마,92,76,25.12962963,low demand
2025-04-16,Seoul,7ELEVEN_J001,11,2000,0,9.2,4.99,7ELEVEN,군고구마,76,65,25.12962963,low demand
2025-04-17,Seoul,7ELEVEN_J001,37,2500,0,21.1,3.4,7ELEVEN,군고구마,65,108,25.12962963,high demand
2025-04-18,Seoul,7ELEVEN_J001,29,2000,0,4.4,3.73,7ELEVEN,군고구마,108,79,25.12962963,high demand
2025-04-19,Seoul,7ELEVEN_J001,23,2000,0,11.6,2.89,7ELEVEN,군고구마,79,56,25.12962963,average
2025-04-20,Seoul,7ELEVEN_J001,35,2000,0,13.3,0.09,7ELEVEN,군고구마,56,101,25.12962963,high demand
2025-04-21,Seoul,7ELEVEN_J001,27,3000,0,0.9,3.87,7ELEVEN,군고구마,101,74,25.12962963,average
2025-04-22,Seoul,7ELEVEN_J001,35,3000,1,16.3,4.72,7ELEVEN,군고구마,74,39,25.12962963,high demand
2025-04-23,Seoul,7ELEVEN_J001,28,3000,0,2.0,4.83,7ELEVEN,군고구마,39,91,25.12962963,high demand
2025-04-24,Seoul,7ELEVEN_J001,23,2500,0,11.5,1.28,7ELEVEN,군고구마,91,68,25.12962963,average
2025-04-25,Seoul,7ELEVEN_J001,16,2000,0,6.6,3.81,7ELEVEN,군고구마,68,52,25.12962963,low demand
2025-04-26,Seoul,7ELEVEN_J001,22,2000,0,0.5,4.24,7ELEVEN,군고구마,52,110,25.12962963,low demand
2025-04-27,Seoul,7ELEVEN_J001,14,3000,0,10.5,1.61,7ELEVEN,군고구마,110,96,25.12962963,low demand
2025-04-28,Seoul,7ELEVEN_J001,36,3000,1,1.7,2.13,7ELEVEN,군고구마,96,60,25.12962963,high demand
2025-04-29,Seoul,7ELEVEN_J001,35,2500,0,5.5,0.71,7ELEVEN,군고구마,60,105,25.12962963,high demand
2025-04-30,Seoul,7ELEVEN_J001,37,2000,0,18.8,2.71,7ELEVEN,군고구마,105,68,25.12962963,high demand
2025-05-01,Seoul,7ELEVEN_J001,25,2500,0,4.9,3.92,7ELEVEN,군고구마,68,43,25.12962963,average
2025-05-02,Seoul,7ELEVEN_J001,28,2000,0,12.4,1.08,7ELEVEN,군고구마,43,95,25.12962963,high demand
2025-05-03,Seoul,7ELEVEN_J001,18,2500,1,-4.0,2.5,7ELEVEN,군고구마,95,77,25.12962963,low demand
2025-05-04,Seoul,7ELEVEN_J001,12,3000,0,17.3,0.94,7ELEVEN,군고구마,77,65,25.12962963,low demand
2025-05-05,Seoul,7ELEVEN_J001,34,3000,1,11.6,1.68,7ELEVEN,군고구마,65,31,25.12962963,high demand
2025-05-06,Seoul,7ELEVEN_J001,20,3000,1,5.1,4.57,7ELEVEN,군고구마,31,91,25.12962963,low demand
2025-05-07,Seoul,7ELEVEN_J001,22,2500,0,13.4,4.65,7ELEVEN,군고구마,91,69,25.12962963,low demand
2025-05-08,Seoul,7ELEVEN_J001,19,3000,0,15.1,0.93,7ELEVEN,군고구마,69,50,25.12962963,low demand
2025-05-09,Seoul,7ELEVEN_J001,28,3000,0,5.7,3.69,7ELEVEN,군고구마,50,102,25.12962963,high demand
2025-05-10,Seoul,7ELEVEN_J001,25,2000,0,19.8,4.95,7ELEVEN,군고구마,102,77,25.12962963,average
2025-05-11,Seoul,7ELEVEN_J001,32,2500,0,18.0,0.09,7ELEVEN,군고구마,77,45,25.12962963,high demand
2025-05-12,Seoul,7ELEVEN_J001,26,2500,0,20.2,0.63,7ELEVEN,군고구마,45,99,25.12962963,average
2025-05-13,Seoul,7ELEVEN_J001,37,2500,1,15.3,4.45,7ELEVEN,군고구마,99,62,25.12962963,high demand
2025-05-14,Seoul,7ELEVEN_J001,14,3000,0,14.6,0.64,7ELEVEN,군고구마,62,48,25.12962963,low demand
2025-05-15,Seoul,7ELEVEN_J001,38,2000,0,13.3,4.05,7ELEVEN,군고구마,48,90,25.12962963,high demand
2025-05-16,Seoul,7ELEVEN_J001,38,3000,1,-0.2,1.3,7ELEVEN,군고구마,90,52,25.12962963,high demand
2025-05-17,Seoul,7ELEVEN_J001,30,2500,0,14.9,2.85,7ELEVEN,군고구마,52,102,25.12962963,high demand
2025-05-18,Seoul,7ELEVEN_J001,17,3000,0,10.3,3.45,7ELEVEN,군고구마,102,85,25.12962963,low demand
2025-05-19,Seoul,7ELEVEN_J001,15,2500,0,14.7,1.52,7ELEVEN,군고구마,85,70,25.12962963,low demand
2025-05-20,Seoul,7ELEVEN_J001,30,3000,0,12.3,2.8,7ELEVEN,군고구마,70,40,25.12962963,high demand
2025-05-21,Seoul,7ELEVEN_J001,31,2500,0,-10.1,3.61,7ELEVEN,군고구마,40,89,25.12962963,high demand
2025-05-22,Seoul,7ELEVEN_J001,39,3000,0,7.7,0.56,7ELEVEN,군고구마,89,50,25.12962963,high demand
2025-05-23,Seoul,7ELEVEN_J001,26,2000,0,7.2,0.14,7ELEVEN,군고구마,50,104,25.12962963,average
2025-05-24,Seoul,7ELEVEN_J001,29,2500,1,11.9,4.39,7ELEVEN,군고구마,104,75,25.12962963,high demand
2025-05-25,Seoul,7ELEVEN_J001,22,2000,0,19.3,3.08,7ELEVEN,군고구마,75,53,25.12962963,low demand
2025-05-26,Seoul,7ELEVEN_J001,36,2000,0,11.8,1.7,7ELEVEN,군고구마,53,97,25.12962963,high demand
2025-05-27,Seoul,7ELEVEN_J001,36,3000,1,8.1,3.07,7ELEVEN,군고구마,97,61,25.12962963,high demand
2025-05-28,Seoul,7ELEVEN_J001,35,3000,0,8.7,0.51,7ELEVEN,군고구마,61,106,25.12962963,high demand
2025-05-29,Seoul,7ELEVEN_J001,16,2500,0,4.3,3.08,7ELEVEN,군고구마,106,90,25.12962963,low demand
2025-05-30,Seoul,7ELEVEN_J001,25,3000,0,16.0,2.71,7ELEVEN,군고구마,90,65,25.12962963,average
2025-05-31,Seoul,7ELEVEN_J001,12,2500,0,10.8,1.19,7ELEVEN,군고구마,65,53,25.12962963,low demand
2025-06-01,Seoul,7ELEVEN_J001,30,2500,0,4.2,3.51,7ELEVEN,군고구마,53,103,25.12962963,high demand
2025-06-02,Seoul,7ELEVEN_J001,38,2000,0,8.2,2.9,7ELEVEN,군고구마,103,65,25.12962963,high demand
2025-06-03,Seoul,7ELEVEN_J001,35,2000,0,14.8,2.18,7ELEVEN,군고구마,65,110,25.12962963,high demand
2025-06-04,Seoul,7ELEVEN_J001,34,2000,0,3.0,4.3,7ELEVEN,군고구마,110,76,25.12962963,high demand
2025-06-05,Seoul,7ELEVEN_J001,10,3000,1,21.8,1.96,7ELEVEN,군고구마,76,66,25.12962963,low demand
2025-06-06,Seoul,7ELEVEN_J001,16,3000,0,7.0,2.74,7ELEVEN,군고구마,66,50,25.12962963,low demand
2025-06-07,Seoul,7ELEVEN_J001,29,2500,0,3.6,3.25,7ELEVEN,군고구마,50,101,25.12962963,high demand
2025-06-08,Seoul,7ELEVEN_J001,27,2000,0,15.0,2.7,7ELEVEN,군고구마,101,74,25.12962963,average
2025-06-09,Seoul,7ELEVEN_J001,21,2000,1,18.3,2.26,7ELEVEN,군고구마,74,53,25.12962963,low demand
