날짜,지역,상품아이디,일일판매량,가격,프로모션,온도,강수량,브랜드,상품이름,재고,재고--,판매량,수요
2024-10-23,Seoul,7ELEVEN_J002,23,4500,1,19.7,4.59,7ELEVEN,우산,69,46,25.65925926,low demand
2024-10-24,Seoul,7ELEVEN_J002,25,4500,0,27.1,4.73,7ELEVEN,우산,46,101,25.65925926,average
2024-10-25,Seoul,7ELEVEN_J002,34,5000,0,17.6,3.12,7ELEVEN,우산,101,67,25.65925926,high demand
2024-10-26,Seoul,7ELEVEN_J002,18,4500,0,11.5,0.47,7ELEVEN,우산,67,49,25.65925926,low demand
2024-10-27,Seoul,7ELEVEN_J002,23,4500,0,22.9,2.09,7ELEVEN,우산,49,106,25.65925926,low demand
2024-10-28,Seoul,7ELEVEN_J002,31,5000,0,22.8,3.89,7ELEVEN,우산,106,75,25.65925926,high demand
2024-10-29,Seoul,7ELEVEN_J002,20,5000,0,29.1,4.59,7ELEVEN,우산,75,55,25.65925926,low demand
2024-10-30,Seoul,7ELEVEN_J002,37,4000,0,14.5,3.07,7ELEVEN,우산,55,98,25.65925926,high demand
2024-10-31,Seoul,7ELEVEN_J002,32,4000,0,19.0,1.3,7ELEVEN,우산,98,66,25.65925926,high demand
2024-11-01,Seoul,7ELEVEN_J002,12,5000,0,24.4,0.74,7ELEVEN,우산,66,54,25.65925926,low demand
2024-11-02,Seoul,7ELEVEN_J002,17,4500,0,27.7,3.73,7ELEVEN,우산,54,37,25.65925926,low demand
2024-11-03,Seoul,7ELEVEN_J002,32,4000,0,28.6,3.11,7ELEVEN,우산,37,85,25.65925926,high demand
2024-11-04,Seoul,7ELEVEN_J002,14,5000,0,11.8,2.71,7ELEVEN,우산,85,71,25.65925926,low demand
2024-11-05,Seoul,7ELEVEN_J002,28,4000,0,16.6,4.21,7ELEVEN,우산,71,43,25.65925926,average
2024-11-06,Seoul,7ELEVEN_J002,32,4000,0,4.6,1.38,7ELEVEN,우산,43,91,25.65925926,high demand
2024-11-07,Seoul,7ELEVEN_J002,25,4500,0,17.6,4.89,7ELEVEN,우산,91,66,25.65925926,average
2024-11-08,Seoul,7ELEVEN_J002,39,5000,0,16.5,4.15,7ELEVEN,우산,66,107,25.65925926,high demand
2024-11-09,Seoul,7ELEVEN_J002,24,5000,0,26.8,0.87,7ELEVEN,우산,107,83,25.65925926,average
2024-11-10,Seoul,7ELEVEN_J002,36,5000,0,24.2,0.29,7ELEVEN,우산,83,47,25.65925926,high demand
2024-11-11,Seoul,7ELEVEN_J002,35,4500,0,10.6,3.47,7ELEVEN,우산,47,92,25.65925926,high demand
2024-11-12,Seoul,7ELEVEN_J002,10,4500,0,24.6,1.28,7ELEVEN,우산,92,82,25.65925926,low demand
2024-11-13,Seoul,7ELEVEN_J002,34,4000,0,24.3,1.56,7ELEVEN,우산,82,48,25.65925926,high demand
2024-11-14,Seoul,7ELEVEN_J002,19,4000,0,28.2,4.64,7ELEVEN,우산,48,109,25.65925926,low demand
2024-11-15,Seoul,7ELEVEN_J002,34,4500,0,22.1,1.59,7ELEVEN,우산,109,75,25.65925926,high demand
2024-11-16,Seoul,7ELEVEN_J002,27,4000,0,16.3,0.09,7ELEVEN,우산,75,48,25.65925926,average
2024-11-17,Seoul,7ELEVEN_J002,31,4000,0,22.3,2.25,7ELEVEN,우산,48,97,25.65925926,high demand
2024-11-18,Seoul,7ELEVEN_J002,33,5000,0,20.9,0.86,7ELEVEN,우산,97,64,25.65925926,high demand
2024-11-19,Seoul,7ELEVEN_J002,34,4000,0,27.2,1.08,7ELEVEN,우산,64,110,25.65925926,high demand
2024-11-20,Seoul,7ELEVEN_J002,21,4000,0,14.1,0.63,7ELEVEN,우산,110,89,25.65925926,low demand
2024-11-21,Seoul,7ELEVEN_J002,18,5000,0,9.4,2.2,7ELEVEN,우산,89,71,25.65925926,low demand
2024-11-22,Seoul,7ELEVEN_J002,37,4000,0,22.7,1.9,7ELEVEN,우산,71,34,25.65925926,high demand
2024-11-23,Seoul,7ELEVEN_J002,22,5000,0,25.8,1.88,7ELEVEN,우산,34,92,25.65925926,low demand
2024-11-24,Seoul,7ELEVEN_J002,14,5000,0,18.0,4.93,7ELEVEN,우산,92,78,25.65925926,low demand
2024-11-25,Seoul,7ELEVEN_J002,29,4500,0,21.6,1.47,7ELEVEN,우산,78,49,25.65925926,high demand
2024-11-26,Seoul,7ELEVEN_J002,24,4000,0,26.9,4.39,7ELEVEN,우산,49,105,25.65925926,average
2024-11-27,Seoul,7ELEVEN_J002,10,4000,0,28.8,4.23,7ELEVEN,우산,105,95,25.65925926,low demand
2024-11-28,Seoul,7ELEVEN_J002,23,4500,0,17.2,3.9,7ELEVEN,우산,95,72,25.65925926,low demand
2024-11-29,Seoul,7ELEVEN_J002,39,4000,0,29.0,2.25,7ELEVEN,우산,72,33,25.65925926,high demand
2024-11-30,Seoul,7ELEVEN_J002,33,5000,0,22.1,0.88,7ELEVEN,우산,33,80,25.65925926,high demand
2024-12-01,Seoul,7ELEVEN_J002,17,4500,0,17.3,2.46,7ELEVEN,우산,80,63,25.65925926,low demand
2024-12-02,Seoul,7ELEVEN_J002,32,4000,0,22.0,3.18,7ELEVEN,우산,63,31,25.65925926,high demand
2024-12-03,Seoul,7ELEVEN_J002,21,4000,0,13.9,2.12,7ELEVEN,우산,31,90,25.65925926,low demand
2024-12-04,Seoul,7ELEVEN_J002,23,4500,0,27.2,0.45,7ELEVEN,우산,90,67,25.65925926,low demand
2024-12-05,Seoul,7ELEVEN_J002,27,4000,0,10.2,1.65,7ELEVEN,우산,67,40,25.65925926,average
2024-12-06,Seoul,7ELEVEN_J002,13,5000,0,20.2,4.71,7ELEVEN,우산,40,107,25.65925926,low demand
2024-12-07,Seoul,7ELEVEN_J002,26,4000,0,24.1,0.02,7ELEVEN,우산,107,81,25.65925926,average
2024-12-08,Seoul,7ELEVEN_J002,26,5000,0,17.4,2.78,7ELEVEN,우산,81,55,25.65925926,average
2024-12-09,Seoul,7ELEVEN_J002,12,4500,0,15.4,0.94,7ELEVEN,우산,55,43,25.65925926,low demand
2024-12-10,Seoul,7ELEVEN_J002,15,4000,1,17.3,3.58,7ELEVEN,우산,43,108,25.65925926,low demand
2024-12-11,Seoul,7ELEVEN_J002,23,4000,0,29.1,0.56,7ELEVEN,우산,108,85,25.65925926,low demand
2024-12-12,Seoul,7ELEVEN_J002,16,4000,0,18.5,0.39,7ELEVEN,우산,85,69,25.65925926,low demand
2024-12-13,Seoul,7ELEVEN_J002,31,5000,0,10.6,3.89,7ELEVEN,우산,69,38,25.65925926,high demand
2024-12-14,Seoul,7ELEVEN_J002,18,5000,0,27.1,2.97,7ELEVEN,우산,38,100,25.65925926,low demand
2024-12-15,Seoul,7ELEVEN_J002,37,4500,0,21.4,2.72,7ELEVEN,우산,100,63,25.65925926,high demand
2024-12-16,Seoul,7ELEVEN_J002,17,5000,1,10.2,1.72,7ELEVEN,우산,63,46,25.65925926,low demand
2024-12-17,Seoul,7ELEVEN_J002,36,4500,1,28.4,1.72,7ELEVEN,우산,46,90,25.65925926,high demand
2024-12-18,Seoul,7ELEVEN_J002,30,4500,0,19.5,1.1,7ELEVEN,우산,90,60,25.65925926,high demand
2024-12-19,Seoul,7ELEVEN_J002,37,4000,0,22.3,0.41,7ELEVEN,우산,60,103,25.65925926,high demand
2024-12-20,Seoul,7ELEVEN_J002,21,5000,1,17.3,3.68,7ELEVEN,우산,103,82,25.65925926,low demand
2024-12-21,Seoul,7ELEVEN_J002,10,4000,0,16.3,3.0,7ELEVEN,우산,82,72,25.65925926,low demand
2024-12-22,Seoul,7ELEVEN_J002,30,4500,1,25.3,1.02,7ELEVEN,우산,72,42,25.65925926,high demand
2024-12-23,Seoul,7ELEVEN_J002,28,5000,0,20.6,0.74,7ELEVEN,우산,42,94,25.65925926,average
2024-12-24,Seoul,7ELEVEN_J002,24,5000,0,6.5,4.74,7ELEVEN,우산,94,70,25.65925926,average
2024-12-25,Seoul,7ELEVEN_J002,15,4500,0,20.1,1.98,7ELEVEN,우산,70,55,25.65925926,low demand
2024-12-26,Seoul,7ELEVEN_J002,33,4000,0,16.5,1.05,7ELEVEN,우산,55,102,25.65925926,high demand
2024-12-27,Seoul,7ELEVEN_J002,20,4500,0,22.4,1.36,7ELEVEN,우산,102,82,25.65925926,low demand
2024-12-28,Seoul,7ELEVEN_J002,37,5000,0,14.5,4.06,7ELEVEN,우산,82,45,25.65925926,high demand
2024-12-29,Seoul,7ELEVEN_J002,36,4000,0,23.7,1.63,7ELEVEN,우산,45,89,25.65925926,high demand
2024-12-30,Seoul,7ELEVEN_J002,22,4000,0,25.4,1.86,7ELEVEN,우산,89,67,25.65925926,low demand
2024-12-31,Seoul,7ELEVEN_J002,30,4000,1,21.6,4.14,7ELEVEN,우산,67,37,25.65925926,high demand
2025-01-01,Seoul,7ELEVEN_J002,37,4500,0,23.2,4.08,7ELEVEN,우산,37,80,25.65925926,high demand
2025-01-02,Seoul,7ELEVEN_J002,34,5000,0,11.5,3.93,7ELEVEN,우산,80,46,25.65925926,high demand
2025-01-03,Seoul,7ELEVEN_J002,38,4500,0,21.3,0.72,7ELEVEN,우산,46,88,25.65925926,high demand
2025-01-04,Seoul,7ELEVEN_J002,33,5000,0,25.2,4.98,7ELEVEN,우산,88,55,25.65925926,high demand
2025-01-05,Seoul,7ELEVEN_J002,36,5000,0,9.3,0.6,7ELEVEN,우산,55,99,25.65925926,high demand
2025-01-06,Seoul,7ELEVEN_J002,13,4500,1,18.7,1.43,7ELEVEN,우산,99,86,25.65925926,low demand
2025-01-07,Seoul,7ELEVEN_J002,24,4000,0,13.4,1.67,7ELEVEN,우산,86,62,25.65925926,average
2025-01-08,Seoul,7ELEVEN_J002,19,4000,0,24.9,4.15,7ELEVEN,우산,62,43,25.65925926,low demand
2025-01-09,Seoul,7ELEVEN_J002,31,4000,0,26.6,0.04,7ELEVEN,우산,43,92,25.65925926,high demand
2025-01-10,Seoul,7ELEVEN_J002,32,5000,0,22.0,2.61,7ELEVEN,우산,92,60,25.65925926,high demand
2025-01-11,Seoul,7ELEVEN_J002,36,5000,0,30.9,4.36,7ELEVEN,우산,60,104,25.65925926,high demand
2025-01-12,Seoul,7ELEVEN_J002,24,5000,0,25.3,0.99,7ELEVEN,우산,104,80,25.65925926,average
2025-01-13,Seoul,7ELEVEN_J002,23,5000,0,15.3,0.99,7ELEVEN,우산,80,57,25.65925926,low demand
2025-01-14,Seoul,7ELEVEN_J002,22,4500,0,23.8,1.15,7ELEVEN,우산,57,35,25.65925926,low demand
2025-01-15,Seoul,7ELEVEN_J002,15,4500,0,17.5,0.59,7ELEVEN,우산,35,100,25.65925926,low demand
2025-01-16,Seoul,7ELEVEN_J002,31,5000,0,29.8,1.41,7ELEVEN,우산,100,69,25.65925926,high demand
2025-01-17,Seoul,7ELEVEN_J002,23,5000,1,4.9,1.8,7ELEVEN,우산,69,46,25.65925926,low demand
2025-01-18,Seoul,7ELEVEN_J002,13,4000,0,21.4,3.68,7ELEVEN,우산,46,33,25.65925926,low demand
2025-01-19,Seoul,7ELEVEN_J002,27,4000,0,26.8,4.17,7ELEVEN,우산,33,86,25.65925926,average
2025-01-20,Seoul,7ELEVEN_J002,26,4500,0,25.7,3.3,7ELEVEN,우산,86,60,25.65925926,average
2025-01-21,Seoul,7ELEVEN_J002,32,4000,0,14.0,1.99,7ELEVEN,우산,60,108,25.65925926,high demand
2025-01-22,Seoul,7ELEVEN_J002,25,4000,0,13.9,2.37,7ELEVEN,우산,108,83,25.65925926,average
2025-01-23,Seoul,7ELEVEN_J002,21,5000,1,20.9,4.83,7ELEVEN,우산,83,62,25.65925926,low demand
2025-01-24,Seoul,7ELEVEN_J002,27,4000,0,7.0,2.16,7ELEVEN,우산,62,35,25.65925926,average
2025-01-25,Seoul,7ELEVEN_J002,23,4000,0,33.8,1.42,7ELEVEN,우산,35,92,25.65925926,low demand
2025-01-26,Seoul,7ELEVEN_J002,29,4500,0,18.6,2.1,7ELEVEN,우산,92,63,25.65925926,high demand
2025-01-27,Seoul,7ELEVEN_J002,24,4500,0,25.0,4.17,7ELEVEN,우산,63,39,25.65925926,average
2025-01-28,Seoul,7ELEVEN_J002,37,4000,0,29.1,4.73,7ELEVEN,우산,39,82,25.65925926,high demand
2025-01-29,Seoul,7ELEVEN_J002,24,4000,0,19.1,4.0,7ELEVEN,우산,82,58,25.65925926,average
2025-01-30,Seoul,7ELEVEN_J002,13,4500,1,29.4,3.65,7ELEVEN,우산,58,45,25.65925926,low demand
2025-01-31,Seoul,7ELEVEN_J002,36,5000,0,20.5,3.04,7ELEVEN,우산,45,89,25.65925926,high demand
2025-02-01,Seoul,7ELEVEN_J002,33,4500,0,22.8,4.04,7ELEVEN,우산,89,56,25.65925926,high demand
2025-02-02,Seoul,7ELEVEN_J002,17,4000,0,29.2,3.73,7ELEVEN,우산,56,39,25.65925926,low demand
2025-02-03,Seoul,7ELEVEN_J002,31,4500,0,17.2,1.61,7ELEVEN,우산,39,88,25.65925926,high demand
2025-02-04,Seoul,7ELEVEN_J002,17,4500,0,24.5,0.7,7ELEVEN,우산,88,71,25.65925926,low demand
2025-02-05,Seoul,7ELEVEN_J002,30,4000,0,14.1,0.92,7ELEVEN,우산,71,41,25.65925926,high demand
2025-02-06,Seoul,7ELEVEN_J002,22,5000,0,28.0,2.61,7ELEVEN,우산,41,99,25.65925926,low demand
2025-02-07,Seoul,7ELEVEN_J002,28,4000,0,23.5,0.21,7ELEVEN,우산,99,71,25.65925926,average
2025-02-08,Seoul,7ELEVEN_J002,34,5000,0,9.3,1.72,7ELEVEN,우산,71,37,25.65925926,high demand
2025-02-09,Seoul,7ELEVEN_J002,38,5000,0,19.7,0.81,7ELEVEN,우산,37,79,25.65925926,high demand
2025-02-10,Seoul,7ELEVEN_J002,23,5000,0,12.7,2.88,7ELEVEN,우산,79,56,25.65925926,low demand
2025-02-11,Seoul,7ELEVEN_J002,33,5000,0,26.8,4.01,7ELEVEN,우산,56,103,25.65925926,high demand
2025-02-12,Seoul,7ELEVEN_J002,30,4500,0,17.8,0.36,7ELEVEN,우산,103,73,25.65925926,high demand
2025-02-13,Seoul,7ELEVEN_J002,13,4500,0,20.1,2.41,7ELEVEN,우산,73,60,25.65925926,low demand
2025-02-14,Seoul,7ELEVEN_J002,24,5000,0,20.5,3.82,7ELEVEN,우산,60,36,25.65925926,average
2025-02-15,Seoul,7ELEVEN_J002,31,5000,0,16.8,4.35,7ELEVEN,우산,36,85,25.65925926,high demand
2025-02-16,Seoul,7ELEVEN_J002,16,4000,0,25.4,1.36,7ELEVEN,우산,85,69,25.65925926,low demand
2025-02-17,Seoul,7ELEVEN_J002,30,4500,0,17.8,4.14,7ELEVEN,우산,69,39,25.65925926,high demand
2025-02-18,Seoul,7ELEVEN_J002,26,4000,0,17.4,4.74,7ELEVEN,우산,39,93,25.65925926,average
2025-02-19,Seoul,7ELEVEN_J002,11,4500,0,21.6,2.54,7ELEVEN,우산,93,82,25.65925926,low demand
2025-02-20,Seoul,7ELEVEN_J002,38,4000,0,24.0,3.62,7ELEVEN,우산,82,44,25.65925926,high demand
2025-02-21,Seoul,7ELEVEN_J002,24,4000,0,7.0,4.89,7ELEVEN,우산,44,100,25.65925926,average
2025-02-22,Seoul,7ELEVEN_J002,27,5000,0,11.0,2.52,7ELEVEN,우산,100,73,25.65925926,average
2025-02-23,Seoul,7ELEVEN_J002,39,4000,0,21.0,4.72,7ELEVEN,우산,73,34,25.65925926,high demand
2025-02-24,Seoul,7ELEVEN_J002,15,4000,0,24.2,0.81,7ELEVEN,우산,34,99,25.65925926,low demand
2025-02-25,Seoul,7ELEVEN_J002,35,4500,0,20.2,3.07,7ELEVEN,우산,99,64,25.65925926,high demand
2025-02-26,Seoul,7ELEVEN_J002,11,4500,0,36.2,1.95,7ELEVEN,우산,64,53,25.65925926,low demand
2025-02-27,Seoul,7ELEVEN_J002,27,4000,1,8.2,3.06,7ELEVEN,우산,53,106,25.65925926,average
2025-02-28,Seoul,7ELEVEN_J002,14,4000,0,25.6,3.68,7ELEVEN,우산,106,92,25.65925926,low demand
2025-03-01,Seoul,7ELEVEN_J002,34,4500,0,9.5,1.37,7ELEVEN,우산,92,58,25.65925926,high demand
2025-03-02,Seoul,7ELEVEN_J002,15,4000,0,22.2,1.03,7ELEVEN,우산,58,43,25.65925926,low demand
2025-03-03,Seoul,7ELEVEN_J002,33,5000,0,20.0,1.77,7ELEVEN,우산,43,90,25.65925926,high demand
2025-03-04,Seoul,7ELEVEN_J002,24,4000,0,18.5,3.94,7ELEVEN,우산,90,66,25.65925926,average
2025-03-05,Seoul,7ELEVEN_J002,34,5000,0,12.0,2.71,7ELEVEN,우산,66,32,25.65925926,high demand
2025-03-06,Seoul,7ELEVEN_J002,37,4500,0,21.1,3.24,7ELEVEN,우산,32,75,25.65925926,high demand
2025-03-07,Seoul,7ELEVEN_J002,31,4000,0,25.2,1.41,7ELEVEN,우산,75,44,25.65925926,high demand
2025-03-08,Seoul,7ELEVEN_J002,19,4000,0,24.5,3.41,7ELEVEN,우산,44,105,25.65925926,low demand
2025-03-09,Seoul,7ELEVEN_J002,10,4000,0,31.0,1.48,7ELEVEN,우산,105,95,25.65925926,low demand
2025-03-10,Seoul,7ELEVEN_J002,19,4500,0,24.0,4.42,7ELEVEN,우산,95,76,25.65925926,low demand
2025-03-11,Seoul,7ELEVEN_J002,18,4000,0,23.3,3.04,7ELEVEN,우산,76,58,25.65925926,low demand
2025-03-12,Seoul,7ELEVEN_J002,38,4000,0,25.0,1.35,7ELEVEN,우산,58,100,25.65925926,high demand
2025-03-13,Seoul,7ELEVEN_J002,14,4500,0,15.7,1.08,7ELEVEN,우산,100,86,25.65925926,low demand
2025-03-14,Seoul,7ELEVEN_J002,39,4000,0,11.8,3.24,7ELEVEN,우산,86,47,25.65925926,high demand
2025-03-15,Seoul,7ELEVEN_J002,20,4500,0,23.0,0.87,7ELEVEN,우산,47,107,25.65925926,low demand
2025-03-16,Seoul,7ELEVEN_J002,32,5000,0,21.6,3.39,7ELEVEN,우산,107,75,25.65925926,high demand
2025-03-17,Seoul,7ELEVEN_J002,33,4000,0,30.6,4.57,7ELEVEN,우산,75,42,25.65925926,high demand
2025-03-18,Seoul,7ELEVEN_J002,12,4000,0,21.7,4.11,7ELEVEN,우산,42,110,25.65925926,low demand
2025-03-19,Seoul,7ELEVEN_J002,22,5000,0,17.1,1.52,7ELEVEN,우산,110,88,25.65925926,low demand
2025-03-20,Seoul,7ELEVEN_J002,19,4500,0,11.2,1.09,7ELEVEN,우산,88,69,25.65925926,low demand
2025-03-21,Seoul,7ELEVEN_J002,26,4500,1,28.9,2.56,7ELEVEN,우산,69,43,25.65925926,average
2025-03-22,Seoul,7ELEVEN_J002,18,4000,1,12.3,2.5,7ELEVEN,우산,43,105,25.65925926,low demand
2025-03-23,Seoul,7ELEVEN_J002,29,5000,0,13.1,1.14,7ELEVEN,우산,105,76,25.65925926,high demand
2025-03-24,Seoul,7ELEVEN_J002,10,4500,0,23.0,1.45,7ELEVEN,우산,76,66,25.65925926,low demand
2025-03-25,Seoul,7ELEVEN_J002,39,4000,0,17.8,4.28,7ELEVEN,우산,66,107,25.65925926,high demand
2025-03-26,Seoul,7ELEVEN_J002,31,4000,0,26.0,3.47,7ELEVEN,우산,107,76,25.65925926,high demand
2025-03-27,Seoul,7ELEVEN_J002,21,5000,1,25.6,4.16,7ELEVEN,우산,76,55,25.65925926,low demand
2025-03-28,Seoul,7ELEVEN_J002,29,4000,1,6.4,0.1,7ELEVEN,우산,55,106,25.65925926,high demand
2025-03-29,Seoul,7ELEVEN_J002,24,4000,0,16.8,4.89,7ELEVEN,우산,106,82,25.65925926,average
2025-03-30,Seoul,7ELEVEN_J002,25,4000,0,27.9,0.41,7ELEVEN,우산,82,57,25.65925926,average
2025-03-31,Seoul,7ELEVEN_J002,26,5000,0,16.3,3.34,7ELEVEN,우산,57,31,25.65925926,average
2025-04-01,Seoul,7ELEVEN_J002,39,4000,0,10.0,0.06,7ELEVEN,우산,31,72,25.65925926,high demand
2025-04-02,Seoul,7ELEVEN_J002,20,4500,0,22.3,0.82,7ELEVEN,우산,72,52,25.65925926,low demand
2025-04-03,Seoul,7ELEVEN_J002,25,5000,0,23.6,4.01,7ELEVEN,우산,52,107,25.65925926,average
2025-04-04,Seoul,7ELEVEN_J002,30,4000,0,28.3,0.15,7ELEVEN,우산,107,77,25.65925926,high demand
2025-04-05,Seoul,7ELEVEN_J002,12,4500,0,28.7,4.45,7ELEVEN,우산,77,65,25.65925926,low demand
2025-04-06,Seoul,7ELEVEN_J002,11,4000,0,22.1,4.61,7ELEVEN,우산,65,54,25.65925926,low demand
2025-04-07,Seoul,7ELEVEN_J002,16,4000,0,29.8,2.23,7ELEVEN,우산,54,38,25.65925926,low demand
2025-04-08,Seoul,7ELEVEN_J002,15,5000,0,16.5,0.08,7ELEVEN,우산,38,103,25.65925926,low demand
2025-04-09,Seoul,7ELEVEN_J002,14,5000,0,13.9,2.79,7ELEVEN,우산,103,89,25.65925926,low demand
2025-04-10,Seoul,7ELEVEN_J002,32,5000,0,21.5,2.22,7ELEVEN,우산,89,57,25.65925926,high demand
2025-04-11,Seoul,7ELEVEN_J002,17,4000,0,2.5,4.96,7ELEVEN,우산,57,40,25.65925926,low demand
2025-04-12,Seoul,7ELEVEN_J002,31,4000,0,36.6,2.12,7ELEVEN,우산,40,89,25.65925926,high demand
2025-04-13,Seoul,7ELEVEN_J002,30,4000,0,17.1,1.01,7ELEVEN,우산,89,59,25.65925926,high demand
2025-04-14,Seoul,7ELEVEN_J002,21,5000,0,18.3,1.87,7ELEVEN,우산,59,38,25.65925926,low demand
2025-04-15,Seoul,7ELEVEN_J002,31,5000,0,23.1,3.41,7ELEVEN,우산,38,87,25.65925926,high demand
2025-04-16,Seoul,7ELEVEN_J002,29,4000,0,36.0,1.63,7ELEVEN,우산,87,58,25.65925926,high demand
2025-04-17,Seoul,7ELEVEN_J002,38,5000,1,15.4,4.23,7ELEVEN,우산,58,100,25.65925926,high demand
2025-04-18,Seoul,7ELEVEN_J002,13,4500,0,23.1,1.53,7ELEVEN,우산,100,87,25.65925926,low demand
2025-04-19,Seoul,7ELEVEN_J002,19,5000,0,19.7,1.54,7ELEVEN,우산,87,68,25.65925926,low demand
2025-04-20,Seoul,7ELEVEN_J002,26,5000,0,12.7,4.21,7ELEVEN,우산,68,42,25.65925926,average
2025-04-21,Seoul,7ELEVEN_J002,39,5000,0,6.1,4.86,7ELEVEN,우산,42,83,25.65925926,high demand
2025-04-22,Seoul,7ELEVEN_J002,29,4500,0,24.0,4.52,7ELEVEN,우산,83,54,25.65925926,high demand
2025-04-23,Seoul,7ELEVEN_J002,32,4000,0,39.4,0.03,7ELEVEN,우산,54,102,25.65925926,high demand
2025-04-24,Seoul,7ELEVEN_J002,35,5000,0,27.3,3.6,7ELEVEN,우산,102,67,25.65925926,high demand
2025-04-25,Seoul,7ELEVEN_J002,20,5000,0,29.8,3.37,7ELEVEN,우산,67,47,25.65925926,low demand
2025-04-26,Seoul,7ELEVEN_J002,32,4000,0,26.5,2.64,7ELEVEN,우산,47,95,25.65925926,high demand
2025-04-27,Seoul,7ELEVEN_J002,39,5000,0,18.3,1.94,7ELEVEN,우산,95,56,25.65925926,high demand
2025-04-28,Seoul,7ELEVEN_J002,30,5000,0,17.3,1.22,7ELEVEN,우산,56,106,25.65925926,high demand
2025-04-29,Seoul,7ELEVEN_J002,16,4500,0,18.0,4.21,7ELEVEN,우산,106,90,25.65925926,low demand
2025-04-30,Seoul,7ELEVEN_J002,28,4000,1,12.9,2.82,7ELEVEN,우산,90,62,25.65925926,average
2025-05-01,Seoul,7ELEVEN_J002,37,4000,0,36.1,2.22,7ELEVEN,우산,62,105,25.65925926,high demand
2025-05-02,Seoul,7ELEVEN_J002,31,5000,1,21.6,3.9,7ELEVEN,우산,105,74,25.65925926,high demand
2025-05-03,Seoul,7ELEVEN_J002,31,4500,0,16.0,2.22,7ELEVEN,우산,74,43,25.65925926,high demand
2025-05-04,Seoul,7ELEVEN_J002,28,4500,0,17.5,2.76,7ELEVEN,우산,43,95,25.65925926,average
2025-05-05,Seoul,7ELEVEN_J002,27,4000,0,6.0,0.22,7ELEVEN,우산,95,68,25.65925926,average
2025-05-06,Seoul,7ELEVEN_J002,23,4500,0,29.9,2.2,7ELEVEN,우산,68,45,25.65925926,low demand
2025-05-07,Seoul,7ELEVEN_J002,26,4000,0,14.1,3.65,7ELEVEN,우산,45,99,25.65925926,average
2025-05-08,Seoul,7ELEVEN_J002,12,4500,1,26.5,2.34,7ELEVEN,우산,99,87,25.65925926,low demand
2025-05-09,Seoul,7ELEVEN_J002,24,5000,0,14.6,2.37,7ELEVEN,우산,87,63,25.65925926,average
2025-05-10,Seoul,7ELEVEN_J002,33,5000,0,25.3,1.78,7ELEVEN,우산,63,110,25.65925926,high demand
2025-05-11,Seoul,7ELEVEN_J002,13,5000,0,23.5,3.87,7ELEVEN,우산,110,97,25.65925926,low demand
2025-05-12,Seoul,7ELEVEN_J002,11,5000,1,24.0,4.07,7ELEVEN,우산,97,86,25.65925926,low demand
2025-05-13,Seoul,7ELEVEN_J002,18,5000,0,19.5,4.2,7ELEVEN,우산,86,68,25.65925926,low demand
2025-05-14,Seoul,7ELEVEN_J002,32,5000,0,10.3,1.36,7ELEVEN,우산,68,36,25.65925926,high demand
2025-05-15,Seoul,7ELEVEN_J002,30,5000,0,18.3,2.94,7ELEVEN,우산,36,86,25.65925926,high demand
2025-05-16,Seoul,7ELEVEN_J002,32,4000,0,25.4,1.38,7ELEVEN,우산,86,54,25.65925926,high demand
2025-05-17,Seoul,7ELEVEN_J002,14,5000,1,16.9,4.42,7ELEVEN,우산,54,40,25.65925926,low demand
2025-05-18,Seoul,7ELEVEN_J002,10,5000,0,25.8,1.41,7ELEVEN,우산,40,110,25.65925926,low demand
2025-05-19,Seoul,7ELEVEN_J002,12,4000,0,29.2,1.49,7ELEVEN,우산,110,98,25.65925926,low demand
2025-05-20,Seoul,7ELEVEN_J002,31,5000,0,20.7,3.99,7ELEVEN,우산,98,67,25.65925926,high demand
2025-05-21,Seoul,7ELEVEN_J002,28,4000,0,20.5,1.67,7ELEVEN,우산,67,39,25.65925926,average
2025-05-22,Seoul,7ELEVEN_J002,35,4000,0,21.6,0.88,7ELEVEN,우산,39,84,25.65925926,high demand
2025-05-23,Seoul,7ELEVEN_J002,36,5000,0,17.9,3.49,7ELEVEN,우산,84,48,25.65925926,high demand
2025-05-24,Seoul,7ELEVEN_J002,30,4000,0,21.5,4.23,7ELEVEN,우산,48,98,25.65925926,high demand
2025-05-25,Seoul,7ELEVEN_J002,38,4000,0,21.6,0.12,7ELEVEN,우산,98,60,25.65925926,high demand
2025-05-26,Seoul,7ELEVEN_J002,36,4000,0,33.8,2.69,7ELEVEN,우산,60,104,25.65925926,high demand
2025-05-27,Seoul,7ELEVEN_J002,30,5000,0,22.1,2.12,7ELEVEN,우산,104,74,25.65925926,high demand
2025-05-28,Seoul,7ELEVEN_J002,13,4500,0,18.1,3.69,7ELEVEN,우산,74,61,25.65925926,low demand
2025-05-29,Seoul,7ELEVEN_J002,26,5000,1,28.2,2.23,7ELEVEN,우산,61,35,25.65925926,average
2025-05-30,Seoul,7ELEVEN_J002,35,4000,0,23.3,2.15,7ELEVEN,우산,35,80,25.65925926,high demand
2025-05-31,Seoul,7ELEVEN_J002,21,4000,0,7.5,1.27,7ELEVEN,우산,80,59,25.65925926,low demand
2025-06-01,Seoul,7ELEVEN_J002,22,4500,0,17.0,3.1,7ELEVEN,우산,59,37,25.65925926,low demand
